speaker_model,speaker_loss,listener_loss,context_type,i_iter,round_num,target,context,caption,scores,num_words,learning_rate,num_steps,targetScore
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",people,[[-7.0058942e+00 -7.8913946e+00 -8.5153589e+00 -1.4818907e-03]],3,0.0005,6,-0.0014818907
S0,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",there,[[-5.0898623  -0.01134539 -5.32699    -8.240608  ]],3,0.0005,6,-0.0113453865
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a close up of a dog sitting on the ground,[[-1.4123878  -2.933692   -0.37698174 -4.056488  ]],12,0.0005,6,-0.37698174
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a couple of people sitting on top of a boat,[[-4.712633   -5.6349277  -9.981859   -0.01267815]],12,0.0005,6,-0.012678146
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a couple of people sitting on top of skis .,[[-4.395892   -0.29662323 -6.912904   -1.4132414 ]],12,0.0005,6,-0.29662323
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a man sitting on top of a bench,[[-0.11084604 -3.0224714  -3.0720682  -4.613472  ]],10,0.0005,6,-0.11084604
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",two people sitting on top of skis,[[-6.1362963 -0.0126636 -8.4052515 -4.585643 ]],9,0.0005,6,-0.012663603
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",people sitting on top of boat,[[-8.49958801e+00 -8.08652306e+00 -1.10957985e+01 -5.26428223e-04]],8,0.0005,6,-0.0005264282
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",the ground,[[-2.7855687  -2.8830848  -0.12591934 -7.326094  ]],4,0.0005,6,-0.12591934
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-0.08104324 -3.8634443  -4.047388   -3.2344284 ]],3,0.0005,6,-0.08104324
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",ground,[[-7.9985714e+00 -7.0277538e+00 -1.3436079e-03 -9.0286913e+00]],3,0.0005,6,-0.0013436079
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-8.8252276e-03 -5.8484173e+00 -8.9337282e+00 -5.1550612e+00]],3,0.0005,6,-0.008825228
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",skis,[[-1.1697405e+01 -4.1904449e-03 -6.4307046e+00 -5.9669309e+00]],3,0.0005,6,-0.004190445
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",boat,[[-8.2899609e+00 -1.0110483e+01 -9.8929977e+00 -3.4236908e-04]],3,0.0005,6,-0.00034236908
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",skis,[[-9.4336004e+00 -1.9424111e-03 -6.3424253e+00 -9.2048912e+00]],3,0.0005,6,-0.0019424111
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-5.286455e-03 -9.553411e+00 -5.691368e+00 -6.305319e+00]],3,0.0005,6,-0.005286455
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",boat,[[-9.4809399e+00 -6.2502704e+00 -9.1270161e+00 -2.1171570e-03]],3,0.0005,6,-0.002117157
S1,SCE+SKL+SR+LCE,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",ground,[[-6.4336815e+00 -5.7883348e+00 -4.7073364e-03 -1.0530877e+01]],3,0.0005,6,-0.0047073364
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a group of people sitting next to each other .,[[-1.4329939  -4.08661    -4.302865   -0.31323147]],12,0.0005,6,-0.31323147
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a man sitting next to each other,[[-0.8488264 -3.606391  -3.0502443 -0.6979866]],9,0.0005,6,-0.8488264
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",a man sitting next to each other,[[-0.1701982 -3.6265056 -2.0467489 -7.2097597]],9,0.0005,6,-3.6265056
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man sitting next to each other,[[-0.9121898 -0.8534005 -1.8853676 -3.8815386]],8,0.0005,6,-1.8853676
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-2.5571043  -2.6681097  -0.16170955 -6.0324545 ]],3,0.0005,6,-2.5571043
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-0.18848574 -4.004335   -1.9714648  -4.2475977 ]],3,0.0005,6,-4.2475977
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-2.1003287 -4.5231934 -4.289278  -0.1589786]],3,0.0005,6,-4.5231934
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-1.3047779 -1.133146  -1.7405889 -1.4639032]],3,0.0005,6,-1.7405889
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-0.89889306 -2.241738   -0.74459237 -4.44147   ]],3,0.0005,6,-0.89889306
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-0.27351168 -6.3360624  -1.4694154  -4.8974786 ]],3,0.0005,6,-4.8974786
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-0.99627715 -4.287029   -2.0873988  -0.7072595 ]],3,0.0005,6,-2.0873988
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-1.2441529  -2.9192305  -0.86921585 -1.4331359 ]],3,0.0005,6,-2.9192305
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-5.1019864  -0.20999327 -2.2950296  -2.4941425 ]],3,0.0005,6,-5.1019864
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-1.0681715 -1.1913776 -1.056613  -5.3124204]],3,0.0005,6,-1.1913776
S0,SCE+SKL+SR,SCE+SKL+SR+LCE,challenge,0,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg,"['/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000318888.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000193401.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000212545.jpg', '/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000468043.jpg']",man,[[-3.239164   -0.13142847 -2.8897889  -3.5623028 ]],3,0.0005,6,-3.5623028
