context_type,i_iter,loss,ds_type,gameid,trial_num,rep_num,target,caption,scores,num_words,learning_rate,num_steps,target_score,cap_score,correct
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,11,2,COCO_val2014_000000116208.jpg,cooked pizza on a stand raised off the table with wine bottles in the back,[-8.260357   -8.036846   -2.7506447  -0.06663895],74,0.0005,6,-0.06663895,"tensor([[-44.9887]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,12,3,COCO_val2014_000000360393.jpg,uncooked pizza with red peppers,[-1.7197466 -1.1689491 -0.7050772 -4.127391 ],31,0.0005,6,-0.7050772,"tensor([[-15.0096]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,13,3,COCO_val2014_000000307172.jpg,two fingers pulling at the drust.,[ -0.1619196  -1.9039803 -12.054273   -7.580312 ],33,0.0005,6,-0.1619196,"tensor([[-11.7812]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,14,3,COCO_val2014_000000116208.jpg,"raised pizza, wine bottles",[-1.2076517e+01 -1.1144823e+01 -5.8430061e+00 -2.9239655e-03],26,0.0005,6,-0.0029239655,"tensor([[-21.3063]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,15,3,COCO_val2014_000000320872.jpg,pizza with fanta can,[-2.0296564  -0.19578838 -3.0973577  -6.6726007 ],20,0.0005,6,-0.19578838,"tensor([[-15.5410]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,16,4,COCO_val2014_000000116208.jpg,raised pizza and wine bottles,[-7.9926424e+00 -7.0927210e+00 -6.2025061e+00 -3.1986237e-03],29,0.0005,6,-0.0031986237,"tensor([[-9.9290]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,17,4,COCO_val2014_000000307172.jpg,fingers pulling at pizza,[-0.11367607 -2.2600899  -5.9732647  -7.477209  ],24,0.0005,6,-0.11367607,"tensor([[-10.3657]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,18,4,COCO_val2014_000000320872.jpg,pizza with orange fanta can,[-4.1397133 -0.0353241 -4.055338  -6.5361786],27,0.0005,6,-0.035324097,"tensor([[-13.7341]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,19,4,COCO_val2014_000000360393.jpg,red peppers uncooked pizza,[-9.9222841e+00 -1.0693458e+01 -5.5789948e-04 -7.6297770e+00],26,0.0005,6,-0.0005578995,"tensor([[-12.2009]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,20,5,COCO_val2014_000000116208.jpg,raised pizza with wine bottles,[-1.1886646e+01 -8.4858627e+00 -8.9952965e+00 -3.3712387e-04],30,0.0005,6,-0.00033712387,"tensor([[-7.8188]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,21,5,COCO_val2014_000000360393.jpg,red peppers uncooked pizza,[-1.1247660e+01 -1.2921667e+01 -2.6226044e-05 -1.1431482e+01],26,0.0005,6,-2.6226044e-05,"tensor([[-5.7299]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,22,5,COCO_val2014_000000307172.jpg,two fingers pulling at the pizza,[ -0.06510115  -2.764464   -14.064848   -11.001799  ],32,0.0005,6,-0.06510115,"tensor([[-4.9958]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,23,5,COCO_val2014_000000320872.jpg,pizza with orange fanta can,[-5.0479836e+00 -6.4587593e-03 -1.3954477e+01 -1.1123064e+01],27,0.0005,6,-0.0064587593,"tensor([[-4.2219]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,0,0,COCO_val2014_000000307172.jpg,picture with fingers pulling apart a slice,[-0.83657837 -1.4654541  -1.2433472  -3.0486984 ],42,0.0005,6,-0.83657837,"tensor([[-54.6933]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,1,0,COCO_val2014_000000320872.jpg,look for the fingers touching the pizza,[-0.739666  -1.5238113 -1.6209908 -2.233593 ],39,0.0005,6,-1.5238113,"tensor([[-40.7936]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,2,0,COCO_val2014_000000360393.jpg,look for the pizza with the red peppers,[-2.2420368  -0.47616005 -2.6138496  -1.6127319 ],39,0.0005,6,-2.6138496,"tensor([[-29.0449]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,3,0,COCO_val2014_000000116208.jpg,the pizza raised off the table on a stand,[-2.3859634  -2.255787   -1.4917068  -0.54779816],41,0.0005,6,-0.54779816,"tensor([[-39.8825]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,4,1,COCO_val2014_000000360393.jpg,the pizza with lots of red peppers that has not been baked yet,[-2.489254  -2.2832222 -0.6753502 -1.1838646],62,0.0005,6,-0.6753502,"tensor([[-49.7736]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,5,1,COCO_val2014_000000307172.jpg,the pizza with fingers pulling at the crust and green all the way around the edge,[-1.0786057 -1.288063  -1.5688477 -1.7381668],81,0.0005,6,-1.0786057,"tensor([[-64.2902]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,6,1,COCO_val2014_000000320872.jpg,pizza with a fanta next to it,[-3.1173573  -2.752184   -1.071909   -0.59859467],29,0.0005,6,-2.752184,"tensor([[-25.7897]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,7,1,COCO_val2014_000000116208.jpg,pizza raised up off table on a stand with wine bottles behind it,[-2.0407677  -3.069992   -3.7540092  -0.22286224],64,0.0005,6,-0.22286224,"tensor([[-53.0047]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,8,2,COCO_val2014_000000360393.jpg,"red peppers, pizza not cooked on kitchen counter",[-3.9617424  -4.6676064  -0.07930374 -3.0403862 ],48,0.0005,6,-0.07930374,"tensor([[-43.2130]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,9,2,COCO_val2014_000000320872.jpg,cooked pizza with orange fanta can next to it,[-2.1798935  -0.37332916 -1.8252182  -3.2880592 ],45,0.0005,6,-0.37332916,"tensor([[-37.8203]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,10,2,COCO_val2014_000000307172.jpg,two hands pulling at the pizza with chunks of cheese,[-0.53024673 -2.525898   -4.371395   -1.1428146 ],52,0.0005,6,-0.53024673,"tensor([[-40.0921]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,11,2,COCO_val2014_000000116208.jpg,cooked pizza on a stand raised off the table with wine bottles in the back,[-1.0245506e+01 -6.9903183e+00 -4.8083038e+00 -9.1590881e-03],74,0.0005,6,-0.009159088,"tensor([[-40.1150]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,12,3,COCO_val2014_000000360393.jpg,uncooked pizza with red peppers,[-2.2748213  -0.96374416 -0.8259764  -2.5521364 ],31,0.0005,6,-0.8259764,"tensor([[-14.8985]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,13,3,COCO_val2014_000000307172.jpg,two fingers pulling at the drust.,[ -0.49308872  -0.9453068  -11.245632    -7.279064  ],33,0.0005,6,-0.49308872,"tensor([[-13.5678]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,14,3,COCO_val2014_000000116208.jpg,"raised pizza, wine bottles",[-7.299017  -5.422106  -1.2444057 -0.3470173],26,0.0005,6,-0.3470173,"tensor([[-31.2117]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,15,3,COCO_val2014_000000320872.jpg,pizza with fanta can,[-2.8377247  -0.12753296 -3.065154   -4.2315464 ],20,0.0005,6,-0.12753296,"tensor([[-11.7520]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,16,4,COCO_val2014_000000116208.jpg,raised pizza and wine bottles,[-6.6618624e+00 -7.1285772e+00 -7.5624971e+00 -2.6035309e-03],29,0.0005,6,-0.002603531,"tensor([[-11.7379]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,17,4,COCO_val2014_000000307172.jpg,fingers pulling at pizza,[-0.30364704 -1.4844208  -4.238227   -3.8722506 ],24,0.0005,6,-0.30364704,"tensor([[-13.7808]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,18,4,COCO_val2014_000000320872.jpg,pizza with orange fanta can,[-4.5821137  -0.01754332 -4.9953256  -7.8562074 ],27,0.0005,6,-0.017543316,"tensor([[-6.3465]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,19,4,COCO_val2014_000000360393.jpg,red peppers uncooked pizza,[-4.1582108  -8.098572   -0.04754639 -3.490223  ],26,0.0005,6,-0.047546387,"tensor([[-15.0731]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,20,5,COCO_val2014_000000116208.jpg,raised pizza with wine bottles,[-8.2548695e+00 -6.3666606e+00 -7.9551311e+00 -2.3312569e-03],30,0.0005,6,-0.0023312569,"tensor([[-7.1236]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,21,5,COCO_val2014_000000360393.jpg,red peppers uncooked pizza,[-6.8402457e+00 -1.0823284e+01 -1.5931129e-03 -7.5967193e+00],26,0.0005,6,-0.001593113,"tensor([[-4.5873]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,22,5,COCO_val2014_000000307172.jpg,two fingers pulling at the pizza,[ -0.1321125  -2.0973382 -10.559606   -6.9602165],32,0.0005,6,-0.1321125,"tensor([[-4.4124]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+SR+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,23,5,COCO_val2014_000000320872.jpg,pizza with orange fanta can,[-5.0634851e+00 -7.0230961e-03 -8.4760294e+00 -7.6698513e+00],27,0.0005,6,-0.007023096,"tensor([[-3.2198]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,0,0,COCO_val2014_000000307172.jpg,picture with fingers pulling apart a slice,[-0.83657837 -1.4654541  -1.2433472  -3.0486984 ],42,0.0005,6,-0.83657837,"tensor([[-54.6933]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,1,0,COCO_val2014_000000320872.jpg,look for the fingers touching the pizza,[-0.8190956 -1.3456535 -1.6331978 -2.268219 ],39,0.0005,6,-1.3456535,"tensor([[-40.5663]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,2,0,COCO_val2014_000000360393.jpg,look for the pizza with the red peppers,[-1.8287964  -0.82250786 -1.6999321  -1.5261593 ],39,0.0005,6,-1.6999321,"tensor([[-32.0424]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,3,0,COCO_val2014_000000116208.jpg,the pizza raised off the table on a stand,[-2.6454315  -2.1371994  -2.0406609  -0.38404846],41,0.0005,6,-0.38404846,"tensor([[-38.9059]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,4,1,COCO_val2014_000000360393.jpg,the pizza with lots of red peppers that has not been baked yet,[-2.587963  -2.2508812 -1.0786514 -0.7350807],62,0.0005,6,-1.0786514,"tensor([[-52.1505]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,5,1,COCO_val2014_000000307172.jpg,the pizza with fingers pulling at the crust and green all the way around the edge,[-0.78842163 -1.195816   -2.795288   -1.7043686 ],81,0.0005,6,-0.78842163,"tensor([[-71.7376]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,6,1,COCO_val2014_000000320872.jpg,pizza with a fanta next to it,[-3.2801704  -2.6289635  -0.88640785 -0.7379532 ],29,0.0005,6,-2.6289635,"tensor([[-22.6535]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,7,1,COCO_val2014_000000116208.jpg,pizza raised up off table on a stand with wine bottles behind it,[-5.000099   -6.378418   -2.979538   -0.06108093],64,0.0005,6,-0.061080933,"tensor([[-59.1154]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,8,2,COCO_val2014_000000360393.jpg,"red peppers, pizza not cooked on kitchen counter",[-6.5517044  -9.42749    -0.03091431 -3.5427132 ],48,0.0005,6,-0.030914307,"tensor([[-46.4998]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,9,2,COCO_val2014_000000320872.jpg,cooked pizza with orange fanta can next to it,[-1.5101051 -1.029377  -1.029995  -2.7353058],45,0.0005,6,-1.029377,"tensor([[-38.0956]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,10,2,COCO_val2014_000000307172.jpg,two hands pulling at the pizza with chunks of cheese,[-0.5959015  -0.86434174 -5.3975677  -3.7689514 ],52,0.0005,6,-0.5959015,"tensor([[-42.3901]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,11,2,COCO_val2014_000000116208.jpg,cooked pizza on a stand raised off the table with wine bottles in the back,[-8.418526   -9.283474   -2.1948738  -0.11843109],74,0.0005,6,-0.11843109,"tensor([[-53.3139]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,12,3,COCO_val2014_000000360393.jpg,uncooked pizza with red peppers,[-1.7669744  -1.7908564  -0.47207165 -3.2538671 ],31,0.0005,6,-0.47207165,"tensor([[-15.0657]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,13,3,COCO_val2014_000000307172.jpg,two fingers pulling at the drust.,[-0.4393654 -1.195097  -7.4642563 -2.9506378],33,0.0005,6,-0.4393654,"tensor([[-21.6501]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,14,3,COCO_val2014_000000116208.jpg,"raised pizza, wine bottles",[-7.3051376  -8.870998   -3.5217857  -0.03083038],26,0.0005,6,-0.030830383,"tensor([[-29.9797]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,15,3,COCO_val2014_000000320872.jpg,pizza with fanta can,[-1.8678284  -0.25879002 -2.8509579  -4.149805  ],20,0.0005,6,-0.25879002,"tensor([[-15.8338]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,16,4,COCO_val2014_000000116208.jpg,raised pizza and wine bottles,[-3.471568   -5.3723     -3.6919775  -0.06255054],29,0.0005,6,-0.062550545,"tensor([[-14.7266]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,17,4,COCO_val2014_000000307172.jpg,fingers pulling at pizza,[-0.10841465 -3.309308   -2.768035   -5.6788588 ],24,0.0005,6,-0.10841465,"tensor([[-14.7408]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,18,4,COCO_val2014_000000320872.jpg,pizza with orange fanta can,[-2.5959797  -0.17441368 -3.361456   -2.9800014 ],27,0.0005,6,-0.17441368,"tensor([[-19.2609]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,19,4,COCO_val2014_000000360393.jpg,red peppers uncooked pizza,[-7.56308651e+00 -1.12029505e+01 -7.10487366e-04 -8.63445377e+00],26,0.0005,6,-0.00071048737,"tensor([[-13.3529]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,20,5,COCO_val2014_000000116208.jpg,raised pizza with wine bottles,[-8.4156866e+00 -7.7534246e+00 -6.9522066e+00 -1.6088486e-03],30,0.0005,6,-0.0016088486,"tensor([[-11.7814]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,21,5,COCO_val2014_000000360393.jpg,red peppers uncooked pizza,[-9.2235241e+00 -1.3693468e+01 -1.0538101e-04 -1.2086308e+01],26,0.0005,6,-0.00010538101,"tensor([[-5.9007]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,22,5,COCO_val2014_000000307172.jpg,two fingers pulling at the pizza,[ -0.08441067  -2.5166779  -11.985241    -8.454294  ],32,0.0005,6,-0.08441067,"tensor([[-13.5739]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,NP,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,23,5,COCO_val2014_000000320872.jpg,pizza with orange fanta can,[ -2.5284443  -0.0833149 -11.585642   -8.827162 ],27,0.0005,6,-0.083314896,"tensor([[-9.1626]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,0,0,COCO_val2014_000000307172.jpg,picture with fingers pulling apart a slice,[-0.83657837 -1.4654541  -1.2433472  -3.0486984 ],42,0.0005,6,-0.83657837,"tensor([[-54.6933]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,1,0,COCO_val2014_000000320872.jpg,look for the fingers touching the pizza,[-0.73900986 -1.5236549  -1.6227493  -2.2335663 ],39,0.0005,6,-1.5236549,"tensor([[-40.7888]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,2,0,COCO_val2014_000000360393.jpg,look for the pizza with the red peppers,[-2.3082237 -0.5091648 -2.541315  -1.5104866],39,0.0005,6,-2.541315,"tensor([[-28.7979]], device='cuda:1', grad_fn=<AsStridedBackward>)",False
challenge,0,SCE+SKL+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,3,0,COCO_val2014_000000116208.jpg,the pizza raised off the table on a stand,[-2.995369   -2.8138657  -1.323822   -0.47177887],41,0.0005,6,-0.47177887,"tensor([[-42.4722]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,4,1,COCO_val2014_000000360393.jpg,the pizza with lots of red peppers that has not been baked yet,[-2.3063316  -2.1362839  -0.60160446 -1.4509392 ],62,0.0005,6,-0.60160446,"tensor([[-49.9130]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
challenge,0,SCE+SKL+LCE,none,1153-af9de58e-28b3-498b-bc68-b8f65e77d47c,5,1,COCO_val2014_000000307172.jpg,the pizza with fingers pulling at the crust and green all the way around the edge,[-1.2047272 -1.4056778 -1.4165878 -1.5488663],81,0.0005,6,-1.2047272,"tensor([[-67.1145]], device='cuda:1', grad_fn=<AsStridedBackward>)",True
