i_iter,loss,gameid,trial_num,target_img,control_caption,model_caption,human_caption,control_score,first_score,last_score
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,10,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.505078315734863,-3.1933555603027344,-1.3566527366638184
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,11,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.810151100158691,-3.661283254623413,-2.183133602142334
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,12,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-10.473426818847656,-3.5583882331848145,-2.8757452964782715
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,13,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.563490867614746,-3.483494281768799,-0.4623222351074219
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,14,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.639530181884766,-2.241082191467285,-0.6804747581481934
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,15,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.423283576965332,-4.376089572906494,-0.47859811782836914
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,16,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.409780502319336,-3.8503286838531494,-0.346527099609375
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,17,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-10.33366870880127,-3.061410427093506,-2.3862223625183105
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,18,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.242792129516602,-2.979419708251953,-0.5909972190856934
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,19,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.224787712097168,-2.2984700202941895,-1.1758222579956055
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,20,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.253814697265625,-4.848016262054443,-0.2876272201538086
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,21,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-9.99636459350586,-4.134793758392334,-0.1687302589416504
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,22,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-10.243918418884277,-2.750981330871582,-3.5822815895080566
0,SCE+SKL+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,23,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.107953071594238,-3.386812210083008,-0.2796950340270996
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,0,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,a man in a hat on a phone,Man in a hat on a phone,-9.994364738464355,-17.88884162902832,-21.011018753051758
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man smoking,-9.662738800048828,-8.246084213256836,-13.51849365234375
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man in glasses no hat,-9.943862915039062,-5.545248508453369,-12.982807159423828
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,man,black and white man,-10.117193222045898,-9.95132827758789,-9.823781967163086
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,glasses,glasses no hat,-9.84368896484375,-3.6384968757629395,-5.864619255065918
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,5,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-9.729771614074707,-7.277045726776123,-4.978623867034912
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,6,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.169532775878906,-8.223211288452148,-5.392611980438232
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,7,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-9.602374076843262,-3.4278368949890137,-5.929059028625488
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,8,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-9.486149787902832,-3.5325069427490234,-0.965630054473877
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,9,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-9.429830551147461,-5.348440647125244,-1.1699862480163574
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,10,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-9.639989852905273,-4.699946403503418,-1.282576084136963
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,11,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-9.345446586608887,-3.222233295440674,-2.3115029335021973
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,12,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-9.354635238647461,-2.999523162841797,-1.2988367080688477
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,13,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-9.39139175415039,-3.7396180629730225,-0.4882497787475586
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,14,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-9.266645431518555,-1.915635585784912,-0.7716994285583496
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,15,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-9.390764236450195,-2.8799824714660645,-0.762784481048584
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,16,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-9.405641555786133,-4.268315315246582,-0.41469717025756836
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,17,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-9.494988441467285,-2.7262468338012695,-1.4757161140441895
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,18,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-9.534652709960938,-2.9002280235290527,-0.36847686767578125
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,19,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-9.756107330322266,-1.6474995613098145,-1.1214728355407715
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,20,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-9.789163589477539,-4.405531883239746,-0.36101722717285156
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,21,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-9.801948547363281,-4.263486862182617,-0.20788288116455078
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,22,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-9.749407768249512,-3.3850831985473633,-1.6810503005981445
0,SCE+SR+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,23,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-9.971916198730469,-3.231649398803711,-0.1727757453918457
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,0,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,a man in a hat on a phone,Man in a hat on a phone,-9.994364738464355,-17.88884162902832,-21.011018753051758
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man smoking,-9.662739753723145,-8.246086120605469,-13.51849365234375
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man in glasses no hat,-10.292539596557617,-8.573080062866211,-12.566855430603027
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,man,black and white man,-10.843488693237305,-26.791593551635742,-9.354683876037598
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,glasses,glasses no hat,-10.894380569458008,-11.726202964782715,-9.54875659942627
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,5,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.658616065979004,-32.61499786376953,-4.667075157165527
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,6,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-11.714720726013184,-49.32843780517578,-8.166543006896973
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,7,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-11.56029987335205,-17.47381591796875,-7.0652174949646
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,8,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-12.065852165222168,-17.745586395263672,-4.373361587524414
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,9,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-12.363759994506836,-58.682621002197266,-1.254655361175537
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,10,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-11.371679306030273,-47.21140670776367,-3.86037015914917
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,11,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-11.183210372924805,-19.0472469329834,-3.292668342590332
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,12,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,no hat,glasses no hat,-11.926655769348145,-16.739582061767578,-3.038745880126953
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,13,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-12.852880477905273,-29.693862915039062,-0.21541738510131836
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,14,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-12.527657508850098,-74.15669250488281,-0.24400901794433594
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,15,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-11.66290283203125,-65.91725158691406,-0.3032083511352539
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,16,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-11.474102973937988,-30.672082901000977,-0.0581817626953125
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,17,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-12.214628219604492,-23.89998435974121,-5.653327465057373
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,18,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-13.358661651611328,-78.732666015625,-0.03666877746582031
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,19,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-12.408896446228027,-87.67471313476562,-0.008606910705566406
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,20,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-11.256261825561523,-32.954437255859375,-0.00616455078125
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,21,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-12.08919906616211,-98.46847534179688,-0.0009202957153320312
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,22,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-11.879414558410645,-24.813488006591797,-12.792516708374023
0,SCE+LCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,23,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-13.362422943115234,-85.95448303222656,-0.0019435882568359375
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,0,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,man,Man in a hat on a phone,-9.994364738464355,-17.88884162902832,-21.011018753051758
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man smoking,-9.647123336791992,-8.771730422973633,-12.986015319824219
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man in glasses no hat,-10.038793563842773,-9.456923484802246,-13.111516952514648
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,man,black and white man,-9.972216606140137,-24.753429412841797,-8.942239761352539
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,4,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,glasses,glasses no hat,-9.929986953735352,-10.312875747680664,-6.454535484313965
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,5,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.458539009094238,-26.282108306884766,-5.297403812408447
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,6,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.077339172363281,-39.769588470458984,-8.4503812789917
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,7,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,,smoking,-10.754955291748047,-14.564374923706055,-7.424652576446533
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,8,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-10.629396438598633,-14.065624237060547,-1.7527637481689453
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,9,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.52554988861084,-36.55350112915039,-3.658252000808716
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,10,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.410375595092773,-31.27359962463379,-4.366144180297852
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,11,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.887405395507812,-16.722793579101562,-5.102497100830078
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,12,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-10.793682098388672,-12.997814178466797,-1.5659270286560059
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,13,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.399160385131836,-16.663192749023438,-1.128058671951294
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,14,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.89079475402832,-35.625831604003906,-5.0922369956970215
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,15,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.458870887756348,-30.704010009765625,-2.789412021636963
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,16,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.804443359375,-16.208621978759766,-1.2686724662780762
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,17,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,glasses no hat,-10.702228546142578,-12.20602035522461,-2.2478299140930176
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,18,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.500215530395508,-28.887662887573242,-1.0958855152130127
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,19,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.466890335083008,-30.352275848388672,-1.9798409938812256
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,20,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,smoking,smoking,-10.506576538085938,-15.462956428527832,-0.5825386047363281
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,21,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,hat,hat,-10.341887474060059,-33.44226837158203,-0.6586155891418457
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,22,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,glasses,glasses no hat,-10.482505798339844,-15.336868286132812,-3.04913592338562
0,SCE+SKL,5200-ecd26486-833f-4eef-bb12-04a51771a46c,23,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,black and white,black and white,-10.478218078613281,-25.785057067871094,-0.698979377746582
0,SCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,0,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000391199.jpg,a white toilet sitting next to a toilet in a bathroom .,man,Man in a hat on a phone,-9.994364738464355,-17.88884162902832,-21.011018753051758
0,SCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,1,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000297578.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man smoking,-9.89184284210205,-8.671125411987305,-12.980300903320312
0,SCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,2,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000386089.jpg,a white toilet sitting next to a toilet in a bathroom .,man,man in glasses no hat,-10.507135391235352,-9.443170547485352,-13.310434341430664
0,SCE,5200-ecd26486-833f-4eef-bb12-04a51771a46c,3,/data/rxdh/conventions_data/resized_val2014/COCO_val2014_000000059567.jpg,a white toilet sitting next to a toilet in a bathroom .,man,black and white man,-10.749338150024414,-28.868637084960938,-8.643816947937012
