iterationName,context_id,gameid,time,trialNum,repNum,targetImg,msg,timeFromRoundStart
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515588797e+12,14,3,COCO_val2014_000000426611.jpg,train,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515593569e+12,2,0,COCO_val2014_000000410114.jpg,a herd of cows standing on top of a lush green hillside,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515598968e+12,15,3,COCO_val2014_000000579970.jpg,living room,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.56951560458e+12,3,0,COCO_val2014_000000099115.jpg,a bunch of different types of food on a table,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515609981e+12,16,4,COCO_val2014_000000006460.jpg,board,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515615086e+12,4,1,COCO_val2014_000000251936.jpg,a brown bear sitting on top of a sandy beach,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515620239e+12,17,4,COCO_val2014_000000579970.jpg,living room,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515625124e+12,5,1,COCO_val2014_000000410114.jpg,cows,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.56951563058e+12,18,4,COCO_val2014_000000426611.jpg,train,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515636475e+12,6,1,COCO_val2014_000000099115.jpg,a bunch of different types of food on a table,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515641907e+12,19,4,COCO_val2014_000000571804.jpg,vases,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515646862e+12,7,1,COCO_val2014_000000462006.jpg,closeup,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515652219e+12,20,5,COCO_val2014_000000006460.jpg,board,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515654863e+12,0,0,COCO_val2014_000000191925.jpg,a baseball player swinging a bat at a ball,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515655183e+12,8,2,COCO_val2014_000000251936.jpg,brown bear sitting on top of a sandy beach,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.56951566161e+12,21,5,COCO_val2014_000000579970.jpg,living room,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515665462e+12,1,0,COCO_val2014_000000476552.jpg,a table filled with lots of different types of food,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515671307e+12,9,2,COCO_val2014_000000099115.jpg,table,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.5695156765e+12,22,5,COCO_val2014_000000426611.jpg,train,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515682193e+12,2,0,COCO_val2014_000000557780.jpg,a closeup of a dog laying on the ground,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515687571e+12,10,2,COCO_val2014_000000462006.jpg,closeup,5000
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515692881e+12,23,5,COCO_val2014_000000571804.jpg,vases,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515698415e+12,3,0,COCO_val2014_000000312237.jpg,a group of people standing on a sandy beach,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.56951570397e+12,11,2,COCO_val2014_000000410114.jpg,cows,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515709278e+12,4,1,COCO_val2014_000000557780.jpg,closeup,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515714882e+12,12,3,COCO_val2014_000000462006.jpg,closeup,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515720248e+12,5,1,COCO_val2014_000000312237.jpg,people,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515725814e+12,13,3,COCO_val2014_000000251936.jpg,beach,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515733528e+12,6,1,COCO_val2014_000000191925.jpg,player,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515739123e+12,14,3,COCO_val2014_000000099115.jpg,table,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515744498e+12,7,1,COCO_val2014_000000476552.jpg,table,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515750015e+12,15,3,COCO_val2014_000000410114.jpg,cows,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515755393e+12,8,2,COCO_val2014_000000557780.jpg,closeup,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.56951576087e+12,16,4,COCO_val2014_000000462006.jpg,closeup,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515766314e+12,9,2,COCO_val2014_000000312237.jpg,people,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515772122e+12,17,4,COCO_val2014_000000099115.jpg,table,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515777063e+12,10,2,COCO_val2014_000000476552.jpg,table,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515782687e+12,18,4,COCO_val2014_000000251936.jpg,beach,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515788188e+12,11,2,COCO_val2014_000000191925.jpg,player,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515793825e+12,19,4,COCO_val2014_000000410114.jpg,cows,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515799196e+12,12,3,COCO_val2014_000000557780.jpg,closeup,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515804775e+12,20,5,COCO_val2014_000000099115.jpg,table,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515810414e+12,13,3,COCO_val2014_000000312237.jpg,people,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515816066e+12,21,5,COCO_val2014_000000251936.jpg,beach,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515821541e+12,14,3,COCO_val2014_000000476552.jpg,table,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515827122e+12,22,5,COCO_val2014_000000462006.jpg,closeup,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515832789e+12,15,3,COCO_val2014_000000191925.jpg,player,5000
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515838336e+12,23,5,COCO_val2014_000000410114.jpg,cows,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515843892e+12,16,4,COCO_val2014_000000476552.jpg,table,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515856386e+12,17,4,COCO_val2014_000000312237.jpg,people,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515865622e+12,18,4,COCO_val2014_000000557780.jpg,closeup,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515875573e+12,19,4,COCO_val2014_000000191925.jpg,baseball player swinging a bat at a ball,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515887058e+12,20,5,COCO_val2014_000000312237.jpg,people,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515897175e+12,21,5,COCO_val2014_000000191925.jpg,player,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515906541e+12,22,5,COCO_val2014_000000476552.jpg,table,5000
testing,19,3861-fbb196ea-e53e-4bf7-9646-2b310ec8585b,1.569515916195e+12,23,5,COCO_val2014_000000557780.jpg,closeup,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516201214e+12,0,0,COCO_val2014_000000409303.jpg,a group of people skiing down a snowy slope,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516215285e+12,1,0,COCO_val2014_000000231952.jpg,a herd of elephants standing next to each other,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516225499e+12,2,0,COCO_val2014_000000432962.jpg,a dog that is sitting in front of a car,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516236455e+12,3,0,COCO_val2014_000000180490.jpg,a living room filled with lots of furniture,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516246162e+12,4,1,COCO_val2014_000000409303.jpg,a snowy slope,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516255663e+12,5,1,COCO_val2014_000000231952.jpg,elephants,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516264909e+12,6,1,COCO_val2014_000000180490.jpg,living room,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516274014e+12,7,1,COCO_val2014_000000432962.jpg,dog,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.5695162831e+12,8,2,COCO_val2014_000000231952.jpg,elephants,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516292296e+12,9,2,COCO_val2014_000000180490.jpg,room,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516301411e+12,10,2,COCO_val2014_000000409303.jpg,slope,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516310836e+12,11,2,COCO_val2014_000000432962.jpg,dog,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.56951631983e+12,12,3,COCO_val2014_000000180490.jpg,room,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.56951632883e+12,13,3,COCO_val2014_000000409303.jpg,slope,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516337862e+12,14,3,COCO_val2014_000000231952.jpg,elephants,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516347681e+12,15,3,COCO_val2014_000000432962.jpg,dog,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516356583e+12,16,4,COCO_val2014_000000231952.jpg,elephants,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516366193e+12,17,4,COCO_val2014_000000409303.jpg,slope,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516375664e+12,18,4,COCO_val2014_000000180490.jpg,room,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516384705e+12,19,4,COCO_val2014_000000432962.jpg,dog,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516393788e+12,20,5,COCO_val2014_000000409303.jpg,slope,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516403151e+12,21,5,COCO_val2014_000000231952.jpg,elephants,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516408256e+12,0,0,COCO_val2014_000000350148.jpg,a closeup of a person sitting at a table,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516413672e+12,22,5,COCO_val2014_000000432962.jpg,dog,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516418547e+12,1,0,COCO_val2014_000000378968.jpg,a black and white cow standing in a field,5000
testing,40,5591-629778b1-3efe-4329-bbc5-d0bbafa824d5,1.569516423956e+12,23,5,COCO_val2014_000000180490.jpg,room,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516429872e+12,2,0,COCO_val2014_000000507080.jpg,a group of people standing next to each other,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516442763e+12,3,0,COCO_val2014_000000287741.jpg,a closeup of a piece of cake on a table,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516445239e+12,0,0,COCO_val2014_000000182240.jpg,a couple of zebra standing next to each other,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.56951644778e+12,4,1,COCO_val2014_000000350148.jpg,a table,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.56951645778e+12,1,0,COCO_val2014_000000155912.jpg,a person that is flying a kite,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516463246e+12,5,1,COCO_val2014_000000287741.jpg,a piece of cake on a table,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516468538e+12,2,0,COCO_val2014_000000288591.jpg,a bus that is parked in front of a building,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516468775e+12,6,1,COCO_val2014_000000507080.jpg,people,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.56951647809e+12,7,1,COCO_val2014_000000378968.jpg,a black and white cow,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516483703e+12,3,0,COCO_val2014_000000225609.jpg,a living room filled with lots of furniture,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.56951648905e+12,8,2,COCO_val2014_000000350148.jpg,closeup,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516493524e+12,4,1,COCO_val2014_000000288591.jpg,a bus,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516498781e+12,9,2,COCO_val2014_000000507080.jpg,people,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516504426e+12,5,1,COCO_val2014_000000155912.jpg,a kite,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516509733e+12,10,2,COCO_val2014_000000287741.jpg,a piece of cake on a wooden table,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516515659e+12,0,0,COCO_val2014_000000462006.jpg,a closeup of a person eating a piece of pizza,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516520962e+12,6,1,COCO_val2014_000000225609.jpg,living room,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516525549e+12,11,2,COCO_val2014_000000378968.jpg,cow,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516530811e+12,7,1,COCO_val2014_000000182240.jpg,a couple of zebra standing next to each other,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516533829e+12,1,0,COCO_val2014_000000047149.jpg,a bowl filled with lots of vegetables,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516539324e+12,12,3,COCO_val2014_000000350148.jpg,closeup,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516544857e+12,8,2,COCO_val2014_000000288591.jpg,a bus parked in front of a building,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516550369e+12,2,0,COCO_val2014_000000158744.jpg,a person standing in front of a stop sign,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.56951655571e+12,13,3,COCO_val2014_000000507080.jpg,people,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516561871e+12,9,2,COCO_val2014_000000155912.jpg,kite,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516567207e+12,3,0,COCO_val2014_000000430420.jpg,a white toilet sitting next to a bath tub,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.56951657271e+12,14,3,COCO_val2014_000000378968.jpg,cow,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.56951657815e+12,10,2,COCO_val2014_000000182240.jpg,a couple standing next to each other,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516582792e+12,4,1,COCO_val2014_000000047149.jpg,a bowl filled with lots of vegetables,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516588377e+12,15,3,COCO_val2014_000000287741.jpg,a piece of cake,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516588504e+12,11,2,COCO_val2014_000000225609.jpg,living room,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516594086e+12,5,1,COCO_val2014_000000158744.jpg,sign,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516594292e+12,16,4,COCO_val2014_000000378968.jpg,cow,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516600416e+12,12,3,COCO_val2014_000000155912.jpg,kite,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516605915e+12,17,4,COCO_val2014_000000507080.jpg,people,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516611011e+12,6,1,COCO_val2014_000000462006.jpg,closeup,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516616535e+12,13,3,COCO_val2014_000000182240.jpg,a couple,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516622066e+12,18,4,COCO_val2014_000000287741.jpg,piece on a wooden table,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516622142e+12,7,1,COCO_val2014_000000430420.jpg,toilet,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516627686e+12,14,3,COCO_val2014_000000288591.jpg,a bus,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516634973e+12,8,2,COCO_val2014_000000047149.jpg,bowl,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.56951664049e+12,19,4,COCO_val2014_000000350148.jpg,closeup,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.56951664602e+12,15,3,COCO_val2014_000000225609.jpg,living room,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516651314e+12,9,2,COCO_val2014_000000462006.jpg,closeup,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516656884e+12,20,5,COCO_val2014_000000378968.jpg,cow,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516662232e+12,16,4,COCO_val2014_000000182240.jpg,zebra,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.56951666774e+12,10,2,COCO_val2014_000000158744.jpg,person,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516673178e+12,21,5,COCO_val2014_000000287741.jpg,table,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516678629e+12,17,4,COCO_val2014_000000225609.jpg,living room,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516684075e+12,11,2,COCO_val2014_000000430420.jpg,toilet,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516689548e+12,22,5,COCO_val2014_000000350148.jpg,closeup,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516695134e+12,18,4,COCO_val2014_000000155912.jpg,kite,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516700512e+12,12,3,COCO_val2014_000000462006.jpg,closeup,5000
testing,12,8091-e8a7388c-fbd5-4602-9bd5-3cb2d1b772d6,1.569516706137e+12,23,5,COCO_val2014_000000507080.jpg,people,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516711337e+12,19,4,COCO_val2014_000000288591.jpg,bus,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516716826e+12,13,3,COCO_val2014_000000430420.jpg,toilet,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516722399e+12,20,5,COCO_val2014_000000155912.jpg,kite,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516728046e+12,14,3,COCO_val2014_000000158744.jpg,person,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516733512e+12,21,5,COCO_val2014_000000182240.jpg,zebra,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516738994e+12,15,3,COCO_val2014_000000047149.jpg,bowl,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516744495e+12,22,5,COCO_val2014_000000225609.jpg,living room,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516750081e+12,16,4,COCO_val2014_000000430420.jpg,toilet,5000
testing,58,2851-0b69f8f5-1bfe-420e-89dc-b94b508c557a,1.569516755732e+12,23,5,COCO_val2014_000000288591.jpg,bus,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516761249e+12,17,4,COCO_val2014_000000158744.jpg,person,5000
testing,9,0384-ea69a5db-84a7-43ef-9017-e35922a686f8,1.569516773751e+12,18,4,COCO_val2014_000000047149.jpg,vegetables,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.56951750426e+12,0,0,COCO_val2014_000000386967.jpg,a wooden bench sitting in front of a wooden bench,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517515144e+12,1,0,COCO_val2014_000000387850.jpg,a group of people standing in front of a bus,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517528088e+12,2,0,COCO_val2014_000000034056.jpg,a person standing in front of a pizza,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517537756e+12,3,0,COCO_val2014_000000378825.jpg,a train that is sitting on the side of the road,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517548304e+12,4,1,COCO_val2014_000000034056.jpg,pizza,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517557912e+12,5,1,COCO_val2014_000000387850.jpg,people,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517567216e+12,6,1,COCO_val2014_000000386967.jpg,a wooden bench sitting in front of a wooden bench,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517577194e+12,7,1,COCO_val2014_000000378825.jpg,a train that is sitting on the side of the road,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.5695175868e+12,8,2,COCO_val2014_000000387850.jpg,people,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517596646e+12,9,2,COCO_val2014_000000378825.jpg,train,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517606345e+12,10,2,COCO_val2014_000000034056.jpg,pizza,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517615194e+12,11,2,COCO_val2014_000000386967.jpg,wooden bench sitting in front of a wooden bench,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517624041e+12,12,3,COCO_val2014_000000034056.jpg,pizza,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517633074e+12,13,3,COCO_val2014_000000386967.jpg,wooden bench sitting in front of a wooden bench,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517642075e+12,14,3,COCO_val2014_000000378825.jpg,road,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517654911e+12,15,3,COCO_val2014_000000387850.jpg,people,5000
testing,98,5829-ba956f5c-be08-425f-a37d-4158f7dc0291,1.569517659422e+12,0,0,COCO_val2014_000000129065.jpg,a group of people walking down a city street,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.56951766488e+12,16,4,COCO_val2014_000000386967.jpg,wooden bench sitting in front of a wooden bench,5000
testing,98,5829-ba956f5c-be08-425f-a37d-4158f7dc0291,1.569517669377e+12,1,0,COCO_val2014_000000350675.jpg,a man holding a cell phone in his hand,5000
testing,0,8981-1127143d-2428-41e5-8c38-962a6e33af4b,1.569517675032e+12,17,4,COCO_val2014_000000378825.jpg,road,5000
testing,98,5829-ba956f5c-be08-425f-a37d-4158f7dc0291,1.56951767749e+12,2,0,COCO_val2014_000000281123.jpg,a living room filled with lots of furniture,5000
